Dataset,k,L,K,T,RATIO,RECALL,AVG_TIME,COST,DATE
audio,70,2,18,24,1.00011,0.995,0.50558,0.026458,1324.46,
audio,80,2,18,24,1.0001,0.995625,0.46406,0.0273069,1324.46,
audio,90,2,18,24,1.00009,0.994667,0.51197,0.0281752,1324.46,
audio,100,2,18,24,1.0001,0.9949,0.5104,0.0290263,1324.46,
audio,100,2,18,0,1.00021,0.9909,0.38631,0.0263482,1324.46,
audio,1,2,18,24,1,1,0.33342,0.020322,1324.46,
audio,10,2,18,24,1.00005,0.998,0.41055,0.0211324,1324.46,
audio,20,2,18,24,1.00006,0.9975,0.38699,0.0220566,1324.46,
audio,30,2,18,24,1.00007,0.997333,0.36887,0.0229753,1324.46,
audio,40,2,18,24,1.00008,0.997,0.3865,0.0238526,1324.46,
audio,50,2,18,24,1.00009,0.9962,0.41836,0.0247008,1324.46,
audio,60,2,18,24,1.0001,0.995833,0.40612,0.0255761,1324.46,
audio,70,2,18,24,1.00009,0.995857,0.42986,0.0264504,1324.46,
audio,80,2,18,24,1.0001,0.995625,0.42384,0.0272964,1324.46,
audio,90,2,18,24,1.00011,0.994889,0.473,0.0281953,1324.46,
audio,100,2,18,24,1.00011,0.9946,0.47405,0.0290634,1324.46,
audio,100,2,18,0,1.00023,0.9905,0.3431,0.0263229,1324.46,
audio,1,2,18,24,1,1,0.31945,0.020286,1324.46,
audio,10,2,18,24,1.00008,0.995,0.36091,0.0210877,1324.46,
audio,20,2,18,24,1.00013,0.994,0.40676,0.0220186,1324.46,
audio,30,2,18,24,1.00014,0.995,0.38386,0.0229276,1324.46,
audio,40,2,18,24,1.00015,0.99475,0.39508,0.0238301,1324.46,
audio,50,2,18,24,1.00016,0.9946,0.42788,0.0246954,1324.46,
audio,60,2,18,24,1.00015,0.9945,0.40095,0.0255733,1324.46,
audio,70,2,18,24,1.00016,0.994571,0.43991,0.0264654,1324.46,
audio,80,2,18,24,1.00017,0.9945,0.45074,0.0272859,1324.46,
audio,90,2,18,24,1.00014,0.994556,0.46885,0.0281592,1324.46,
audio,100,2,18,24,1.00013,0.9947,0.46205,0.0290328,1324.46,
audio,100,2,18,0,1.00025,0.9903,0.3718,0.0262731,1324.46,
audio,50,2,18,0,1.00015,0.9926,0.36953,0.0263499,1324.46,
audio,1,2,18,24,1,1,0.40573,0.0203403,1324.46,
audio,10,2,18,24,1.00004,0.999,0.37391,0.0211905,1324.46,
audio,20,2,18,24,1.00004,0.998,0.42562,0.0221029,1324.46,
audio,30,2,18,24,1.00006,0.996333,0.40192,0.0230013,1324.46,
audio,40,2,18,24,1.00007,0.9965,0.38202,0.023905,1324.46,
audio,50,2,18,24,1.00008,0.996,0.41243,0.0247821,1324.46,
audio,60,2,18,24,1.00009,0.995667,0.40196,0.025648,1324.46,
audio,70,2,18,24,1.00009,0.996143,0.40479,0.0265172,1324.46,
audio,80,2,18,24,1.0001,0.996125,0.45819,0.0273374,1324.46,
audio,90,2,18,24,1.0001,0.995,0.45647,0.0282269,1324.46,
audio,100,2,18,24,1.0001,0.9952,0.55829,0.0291059,1324.46,
audio,100,2,18,0,1.00022,0.99,0.41018,0.0263608,1324.46,
audio,1,2,18,24,1,1,0.32717,0.020339,1324.46,
audio,10,2,18,24,1.00008,0.997,0.43482,0.0211542,1324.46,
audio,20,2,18,24,1.00012,0.9945,0.43117,0.0220881,1324.46,
audio,30,2,18,24,1.00015,0.995,0.42432,0.0230164,1324.46,
audio,40,2,18,24,1.00014,0.9955,0.43104,0.0239094,1324.46,
audio,50,2,18,24,1.00015,0.9948,0.43493,0.0247748,1324.46,
audio,60,2,18,24,1.00015,0.9945,0.44282,0.0256678,1324.46,
audio,70,2,18,24,1.00016,0.994286,0.47177,0.0265137,1324.46,
audio,80,2,18,24,1.00015,0.994375,0.44039,0.0273514,1324.46,
audio,90,2,18,24,1.00015,0.994111,0.4759,0.0282387,1324.46,
audio,100,2,18,24,1.00015,0.9942,0.5298,0.02909,1324.46,
audio,100,2,18,0,1.00031,0.9894,0.36133,0.0262938,1324.46,
audio,1,2,18,24,1,1,0.34171,0.0203257,1324.46,
audio,10,2,18,24,1.00005,0.998,0.34878,0.0211473,1324.46,
audio,20,2,18,24,1.00003,0.9965,0.33908,0.0220627,1324.46,
audio,30,2,18,24,1.00007,0.996333,0.36513,0.0230188,1324.46,
audio,40,2,18,24,1.00009,0.99525,0.41624,0.0239113,1324.46,
audio,50,2,18,24,1.00011,0.9942,0.37936,0.024774,1324.46,
audio,60,2,18,24,1.00012,0.995,0.42076,0.0256419,1324.46,
audio,70,2,18,24,1.00013,0.994714,0.42935,0.0265359,1324.46,
audio,80,2,18,24,1.00014,0.994625,0.42976,0.0273499,1324.46,
audio,90,2,18,24,1.00015,0.993778,0.46846,0.0282184,1324.46,
audio,100,2,18,24,1.00014,0.9943,0.55823,0.029104,1324.46,
audio,100,2,18,0,1.00023,0.9902,0.42769,0.0262838,1324.46,
audio,50,2,18,0,1.00015,0.9926,0.36045,0.026303,1324.46,
audio,1,2,18,24,1,1,0.42661,0.0203187,1324.46,
audio,10,2,18,24,1.00004,0.999,0.3837,0.0211425,1324.46,
audio,20,2,18,24,1.00007,0.9955,0.38071,0.022066,1324.46,
audio,30,2,18,24,1.00011,0.994667,0.37868,0.022983,1324.46,
audio,40,2,18,24,1.00013,0.99525,0.36673,0.0238902,1324.46,
audio,50,2,18,24,1.00015,0.9944,0.38945,0.0247139,1324.46,
audio,60,2,18,24,1.00016,0.9945,0.55242,0.0255953,1324.46,
audio,70,2,18,24,1.00014,0.995143,0.41712,0.0264853,1324.46,
audio,80,2,18,24,1.00013,0.995,0.43334,0.0273313,1324.46,
audio,90,2,18,24,1.00014,0.994222,0.47784,0.0282141,1324.46,
audio,100,2,18,24,1.00014,0.9941,0.48562,0.0290802,1324.46,
audio,100,2,18,0,1.00027,0.9902,0.38733,0.0262663,1324.46,
audio,1,2,18,24,1,1,0.34119,0.020365,1324.46,
audio,10,2,18,24,1.00006,0.998,0.42881,0.0211689,1324.46,
audio,20,2,18,24,1.00007,0.997,0.38757,0.0220907,1324.46,
audio,30,2,18,24,1.00008,0.996333,0.37904,0.0229994,1324.46,
audio,40,2,18,24,1.0001,0.99625,0.38664,0.0239116,1324.46,
audio,50,2,18,24,1.00012,0.9946,0.4142,0.0247646,1324.46,
audio,60,2,18,24,1.00013,0.994833,0.42965,0.025641,1324.46,
audio,70,2,18,24,1.00014,0.994286,0.47232,0.0265208,1324.46,
audio,80,2,18,24,1.00013,0.994625,0.45319,0.027349,1324.46,
audio,90,2,18,24,1.00014,0.993778,0.47037,0.0282352,1324.46,
audio,100,2,18,24,1.00014,0.9937,0.48266,0.0291033,1324.46,
audio,100,2,18,0,1.00023,0.9903,0.4094,0.0263211,1324.46,
audio,1,2,18,24,1,1,0.37829,0.0203351,1324.46,
audio,10,2,18,24,1.00005,0.998,0.33199,0.0211307,1324.46,
audio,20,2,18,24,1.00005,0.997,0.39492,0.0220868,1324.46,
audio,30,2,18,24,1.00007,0.996,0.41426,0.0230075,1324.46,
audio,40,2,18,24,1.00009,0.9955,0.55653,0.0239174,1324.46,
audio,50,2,18,24,1.00012,0.994,0.47072,0.0247539,1324.46,
audio,60,2,18,24,1.00013,0.9935,0.44629,0.0256423,1324.46,
audio,70,2,18,24,1.00014,0.993286,0.46333,0.0265211,1324.46,
audio,80,2,18,24,1.00014,0.994125,0.61475,0.0273874,1324.46,
audio,90,2,18,24,1.00014,0.993667,0.51568,0.0282271,1324.46,
audio,100,2,18,24,1.00016,0.9937,0.64092,0.0290883,1324.46,
audio,100,2,18,0,1.00024,0.9899,0.40942,0.0263336,1324.46,
audio,50,2,18,0,1.00015,0.9942,0.50188,0.0263502,1324.46,
audio,1,2,18,24,1,1,0.38394,0.0203479,1324.46,
audio,10,2,18,24,1.00004,0.999,0.34418,0.0211523,1324.46,
audio,20,2,18,24,1.00007,0.9965,0.34941,0.0220457,1324.46,
audio,30,2,18,24,1.00009,0.996,0.39547,0.0229789,1324.46,
audio,40,2,18,24,1.00011,0.99525,0.38905,0.0238924,1324.46,
audio,50,2,18,24,1.00012,0.9944,0.38877,0.0247379,1324.46,
audio,60,2,18,24,1.00013,0.994667,0.39083,0.025622,1324.46,
audio,70,2,18,24,1.00014,0.994571,0.4177,0.0264706,1324.46,
audio,80,2,18,24,1.00012,0.9945,0.44548,0.0273198,1324.46,
audio,90,2,18,24,1.00013,0.993889,0.4462,0.0281747,1324.46,
audio,100,2,18,24,1.00014,0.9935,0.48154,0.0290734,1324.46,
audio,100,2,18,0,1.00027,0.9891,0.36139,0.0262417,1324.46,
audio,1,2,18,24,1,1,0.38324,0.0203968,1324.52,
audio,10,2,18,24,1.00007,0.998,0.37643,0.021187,1324.52,
audio,20,2,18,24,1.00011,0.994,0.4181,0.0221179,1324.52,
audio,30,2,18,24,1.00012,0.995,0.3767,0.0230417,1324.52,
audio,40,2,18,24,1.00013,0.99475,0.4305,0.0239142,1324.52,
audio,50,2,18,24,1.00014,0.9936,0.48828,0.0247892,1324.52,
audio,60,2,18,24,1.00014,0.994333,0.51712,0.0256811,1324.52,
audio,70,2,18,24,1.00015,0.994143,0.4889,0.0265623,1324.52,
audio,80,2,18,24,1.00015,0.9945,0.52621,0.0274156,1324.52,
audio,90,2,18,24,1.00014,0.993556,0.56747,0.0283037,1324.52,
audio,100,2,18,24,1.00014,0.9942,0.58779,0.0291395,1324.52,
audio,100,2,18,0,1.00029,0.9887,0.41444,0.0263624,1324.52,
audio,1,2,18,24,1,1,0.37907,0.0203423,1324.52,
audio,10,2,18,24,1.00006,0.997,0.41114,0.0211471,1324.52,
audio,20,2,18,24,1.00008,0.996,0.40134,0.0220483,1324.52,
audio,30,2,18,24,1.0001,0.995333,0.48807,0.0229852,1324.52,
audio,40,2,18,24,1.00012,0.99525,0.43209,0.0238956,1324.52,
audio,50,2,18,24,1.00014,0.9948,0.56378,0.024739,1324.52,
audio,60,2,18,24,1.00013,0.995333,0.61304,0.0256266,1324.52,
audio,70,2,18,24,1.00013,0.994857,0.53334,0.0264818,1324.52,
audio,80,2,18,24,1.00013,0.995,0.55421,0.0273481,1324.52,
audio,90,2,18,24,1.00013,0.994222,0.57886,0.0282335,1324.52,
audio,100,2,18,24,1.00013,0.994,0.55429,0.02909,1324.52,
audio,100,2,18,0,1.00025,0.9898,0.41215,0.0263128,1324.52,
audio,50,2,18,0,1.00013,0.9946,0.41653,0.0262561,1324.52,
audio,1,2,18,24,1,1,0.39246,0.0204145,1324.52,
audio,10,2,18,24,1.00005,0.999,0.37784,0.0212241,1324.52,
audio,20,2,18,24,1.00008,0.996,0.39824,0.022123,1324.52,
audio,30,2,18,24,1.00011,0.995667,0.46951,0.0230362,1324.52,
audio,40,2,18,24,1.00011,0.99625,0.50429,0.0239495,1324.52,
audio,50,2,18,24,1.00012,0.9962,0.53507,0.024798,1324.52,
audio,60,2,18,24,1.00012,0.995833,0.48478,0.0256504,1324.52,
audio,70,2,18,24,1.00009,0.996429,0.50105,0.0265141,1324.52,
audio,80,2,18,24,1.0001,0.996375,0.58945,0.0273713,1324.52,
audio,90,2,18,24,1.00009,0.996111,0.49328,0.0282428,1324.52,
audio,100,2,18,24,1.0001,0.9961,0.56896,0.029112,1324.52,
audio,100,2,18,0,1.00021,0.9918,0.49039,0.0263157,1324.52,
audio,1,2,18,24,1,1,0.42628,0.0203811,1324.52,
audio,10,2,18,24,1.00006,0.998,0.41896,0.0212079,1324.52,
audio,20,2,18,24,1.00008,0.996,0.57621,0.022123,1324.52,
audio,30,2,18,24,1.00011,0.995333,0.4792,0.0230133,1324.52,
audio,40,2,18,24,1.00013,0.99525,0.45627,0.0239203,1324.52,
audio,50,2,18,24,1.00015,0.9944,0.54466,0.0248119,1324.52,
audio,60,2,18,24,1.00015,0.994833,0.50743,0.0256809,1324.52,
audio,70,2,18,24,1.00016,0.994286,0.658,0.0265447,1324.52,
audio,80,2,18,24,1.00015,0.994375,0.56851,0.0273929,1324.52,
audio,90,2,18,24,1.00015,0.994,0.90913,0.0282904,1324.52,
audio,100,2,18,24,1.00015,0.9942,0.60969,0.0291548,1324.52,
audio,100,2,18,0,1.00028,0.99,0.43172,0.0263805,1324.52,
audio,1,2,18,24,1,1,0.42238,0.0202812,1324.52,
audio,10,2,18,24,1,1,0.48425,0.0211034,1324.52,
audio,20,2,18,24,1,0.9985,0.40787,0.0220448,1324.52,
audio,30,2,18,24,1.00002,0.998333,0.45126,0.0229845,1324.52,
audio,40,2,18,24,1.00005,0.997,0.45647,0.0238797,1324.52,
audio,50,2,18,24,1.00006,0.9958,0.54462,0.0247159,1324.52,
audio,60,2,18,24,1.00007,0.996167,0.50722,0.0256052,1324.52,
audio,70,2,18,24,1.00009,0.995429,0.53109,0.0264676,1324.52,
audio,80,2,18,24,1.0001,0.995125,0.52771,0.0273318,1324.52,
audio,90,2,18,24,1.00012,0.994444,0.57089,0.0282136,1324.52,
audio,100,2,18,24,1.00012,0.9949,0.63625,0.0290666,1324.52,
audio,100,2,18,0,1.0002,0.9918,0.42051,0.0263082,1324.52,
audio,50,2,18,0,1.0001,0.995,0.49012,0.0263698,1324.52,
audio,1,2,18,24,1,1,0.61941,0.0203108,1324.52,
audio,10,2,18,24,1,1,0.73243,0.0211089,1324.52,
audio,20,2,18,24,1.00004,0.997,0.61986,0.0220357,1324.52,
audio,30,2,18,24,1.00005,0.997,0.67577,0.0229555,1324.52,
audio,40,2,18,24,1.00007,0.99625,0.71487,0.0238306,1324.52,
audio,50,2,18,24,1.00009,0.9954,0.62859,0.0247019,1324.52,
audio,60,2,18,24,1.00011,0.995333,0.64176,0.0255781,1324.52,
audio,70,2,18,24,1.00013,0.994857,0.66927,0.0264333,1324.52,
audio,80,2,18,24,1.00014,0.994625,0.69194,0.0272842,1324.52,
audio,90,2,18,24,1.00014,0.994111,0.71629,0.0281658,1324.52,
audio,100,2,18,24,1.00013,0.9942,0.82555,0.0290559,1324.52,
audio,100,2,18,0,1.00022,0.9903,0.76283,0.0263262,1324.52,
audio,1,2,18,24,1,1,0.72494,0.0203366,1324.52,
audio,10,2,18,24,1.00006,0.998,0.55128,0.0211717,1324.52,
audio,20,2,18,24,1.00009,0.9955,0.61489,0.0221263,1324.52,
audio,30,2,18,24,1.00009,0.995667,0.59253,0.0230533,1324.52,
audio,40,2,18,24,1.00011,0.99575,0.73286,0.023957,1324.52,
audio,50,2,18,24,1.00012,0.9948,0.68355,0.0248526,1324.52,
audio,60,2,18,24,1.00013,0.995167,0.69849,0.025718,1324.52,
audio,70,2,18,24,1.00014,0.994857,0.79693,0.0265578,1324.52,
audio,80,2,18,24,1.00015,0.995,0.81008,0.0274221,1324.52,
audio,90,2,18,24,1.00016,0.994,0.82579,0.0282793,1324.52,
audio,100,2,18,24,1.00016,0.994,0.88579,0.0291408,1324.52,
audio,100,2,18,0,1.00022,0.9906,0.83826,0.0263639,1324.52,
audio,1,2,18,24,1,1,0.5161,0.020317,1324.53,
audio,10,2,18,24,1.00005,0.998,0.53644,0.0211265,1324.53,
audio,20,2,18,24,1.00008,0.9965,0.70656,0.0220348,1324.53,
audio,30,2,18,24,1.00009,0.996333,0.7052,0.0229762,1324.53,
audio,40,2,18,24,1.00012,0.99475,0.77055,0.0238803,1324.53,
audio,50,2,18,24,1.00015,0.9928,0.69244,0.0247259,1324.53,
audio,60,2,18,24,1.00016,0.9935,0.70906,0.0256026,1324.53,
audio,70,2,18,24,1.00016,0.994143,0.72635,0.0264733,1324.53,
audio,80,2,18,24,1.00016,0.994625,0.73255,0.0273311,1324.53,
audio,90,2,18,24,1.00015,0.994,0.80227,0.0282143,1324.53,
audio,100,2,18,24,1.00013,0.9945,0.92685,0.029102,1324.53,
audio,100,2,18,0,1.00031,0.9887,0.76389,0.0262351,1324.53,
audio,50,2,18,0,1.00017,0.9928,0.59059,0.0263571,1324.53,
audio,1,2,18,24,1,1,0.61571,0.0203078,1324.53,
audio,10,2,18,24,1.00008,0.996,0.72641,0.0211034,1324.53,
audio,20,2,18,24,1.0001,0.995,0.72051,0.0219996,1324.53,
audio,30,2,18,24,1.00013,0.995333,0.78968,0.0229527,1324.53,
audio,40,2,18,24,1.00013,0.99425,0.77979,0.023893,1324.53,
audio,50,2,18,24,1.00016,0.994,0.87617,0.0247462,1324.53,
audio,60,2,18,24,1.00017,0.994,0.88411,0.0256156,1324.53,
audio,70,2,18,24,1.00017,0.994,0.69828,0.0264997,1324.53,
audio,80,2,18,24,1.00018,0.99325,0.77606,0.0273195,1324.53,
audio,90,2,18,24,1.00018,0.993111,0.92458,0.0282276,1324.53,
audio,100,2,18,24,1.00016,0.9943,0.92532,0.0291002,1324.53,
audio,100,2,18,0,1.00032,0.9894,0.69267,0.0263152,1324.53,
audio,1,2,18,24,1,1,0.63991,0.0203663,1324.53,
audio,10,2,18,24,1.00006,0.998,0.74399,0.0211482,1324.53,
audio,20,2,18,24,1.0001,0.995,0.79584,0.0220841,1324.53,
audio,30,2,18,24,1.00011,0.995333,0.8034,0.0230295,1324.53,
audio,40,2,18,24,1.00013,0.99475,0.85075,0.0239126,1324.53,
audio,50,2,18,24,1.00015,0.9942,0.77964,0.0247916,1324.53,
audio,60,2,18,24,1.00014,0.995,0.74447,0.0256407,1324.53,
audio,70,2,18,24,1.00015,0.994714,0.88294,0.0265051,1324.53,
audio,80,2,18,24,1.00016,0.99425,0.82384,0.0273381,1324.53,
audio,90,2,18,24,1.00016,0.993778,0.86946,0.0282009,1324.53,
audio,100,2,18,24,1.00017,0.994,1.02539,0.0291153,1324.53,
audio,100,2,18,0,1.00022,0.9905,0.8283,0.0263176,1324.53,
audio,1,2,18,24,1,1,0.53023,0.0202772,1324.53,
audio,10,2,18,24,1.00005,0.998,0.58355,0.0211224,1324.53,
audio,20,2,18,24,1.00006,0.997,0.60184,0.0220224,1324.53,
audio,30,2,18,24,1.00008,0.996333,0.6939,0.0229758,1324.53,
audio,40,2,18,24,1.00011,0.99575,0.65552,0.0238661,1324.53,
audio,50,2,18,24,1.00012,0.9954,0.75839,0.0247369,1324.53,
audio,60,2,18,24,1.00013,0.995333,0.68774,0.0255975,1324.53,
audio,70,2,18,24,1.00014,0.995143,0.72002,0.0264373,1324.53,
audio,80,2,18,24,1.00013,0.9955,0.80019,0.0272835,1324.53,
audio,90,2,18,24,1.00013,0.994667,0.6823,0.0281436,1324.53,
audio,100,2,18,24,1.00012,0.9952,0.84962,0.0290127,1324.53,
audio,100,2,18,0,1.00025,0.9913,0.60182,0.0263235,1324.53,
audio,50,2,18,0,1.00018,0.9932,0.55245,0.0263045,1324.53,
audio,1,2,18,24,1,1,0.60831,0.0203564,1324.53,
audio,10,2,18,24,1.00005,0.998,0.6463,0.0211796,1324.53,
audio,20,2,18,24,1.00007,0.996,0.63047,0.0221179,1324.53,
audio,30,2,18,24,1.00009,0.996333,0.6456,0.023055,1324.53,
audio,40,2,18,24,1.0001,0.99575,0.66218,0.0239194,1324.53,
audio,50,2,18,24,1.00009,0.9948,0.70376,0.024788,1324.53,
audio,60,2,18,24,1.0001,0.995167,0.76338,0.0256591,1324.53,
audio,70,2,18,24,1.00011,0.994714,0.74456,0.0265222,1324.53,
audio,80,2,18,24,1.00012,0.99475,0.81104,0.0273595,1324.53,
audio,90,2,18,24,1.00013,0.993889,0.74899,0.0282328,1324.53,
audio,100,2,18,24,1.00013,0.9937,0.82682,0.0290961,1324.53,
audio,100,2,18,0,1.0002,0.9913,0.68339,0.0263249,1324.53,
audio,1,2,18,24,1,1,0.6163,0.020337,1324.53,
audio,10,2,18,24,1.00005,0.999,0.60946,0.0211623,1324.53,
audio,20,2,18,24,1.00008,0.996,0.76111,0.0220514,1324.53,
audio,30,2,18,24,1.00007,0.996333,0.60401,0.0230146,1324.53,
audio,40,2,18,24,1.00008,0.996,0.54805,0.0238854,1324.53,
audio,50,2,18,24,1.00011,0.9946,0.60193,0.0247559,1324.53,
audio,60,2,18,24,1.00011,0.995167,0.68741,0.0256233,1324.53,
audio,70,2,18,24,1.00013,0.995,0.74899,0.0264897,1324.53,
audio,80,2,18,24,1.00013,0.995,0.68196,0.0273368,1324.53,
audio,90,2,18,24,1.00014,0.994556,0.80207,0.0282431,1324.53,
audio,100,2,18,24,1.00014,0.9944,0.93652,0.029093,1324.53,
audio,100,2,18,0,1.00027,0.9898,0.71324,0.0263074,1324.53,
audio,1,2,18,24,1,1,0.48999,0.0203894,1324.53,
audio,10,2,18,24,1.00005,0.998,0.68135,0.0212141,1324.53,
audio,20,2,18,24,1.00006,0.9975,0.65566,0.0221199,1324.53,
audio,30,2,18,24,1.00008,0.996333,0.70722,0.0229987,1324.53,
audio,40,2,18,24,1.00009,0.99625,0.74429,0.023883,1324.53,
audio,50,2,18,24,1.00011,0.9944,0.69541,0.024745,1324.53,
audio,60,2,18,24,1.00013,0.994,0.68119,0.0256257,1324.53,
audio,70,2,18,24,1.00014,0.994714,0.62715,0.0264691,1324.53,
audio,80,2,18,24,1.00012,0.99525,0.71087,0.0273353,1324.53,
audio,90,2,18,24,1.00013,0.994556,0.70937,0.0282058,1324.53,
audio,100,2,18,24,1.00013,0.9945,0.82099,0.0290686,1324.53,
audio,100,2,18,0,1.00025,0.9905,0.62014,0.0262875,1324.53,
audio,50,2,18,0,1.00012,0.9948,0.60052,0.0262875,1324.53,
audio,1,2,18,24,1,1,0.45282,0.0203938,1324.53,
audio,10,2,18,24,1.00007,0.997,0.5137,0.0212162,1324.53,
audio,20,2,18,24,1.00013,0.9945,0.61496,0.0221243,1324.53,
audio,30,2,18,24,1.00013,0.995667,0.62819,0.0230345,1324.53,
audio,40,2,18,24,1.00014,0.99475,0.74538,0.0239297,1324.53,
audio,50,2,18,24,1.00015,0.9938,0.68079,0.0247694,1324.53,
audio,60,2,18,24,1.00016,0.994333,0.65892,0.0256438,1324.53,
audio,70,2,18,24,1.00016,0.994571,0.6088,0.0265294,1324.53,
audio,80,2,18,24,1.00016,0.995,0.76019,0.0273636,1324.53,
audio,90,2,18,24,1.00017,0.994556,0.81219,0.0282328,1324.53,
audio,100,2,18,24,1.00017,0.9949,0.77278,0.0291114,1324.53,
audio,100,2,18,0,1.00026,0.9914,0.60024,0.0263309,1324.53,
audio,1,2,18,24,1.0006,0.99,0.52303,0.0203778,1324.53,
audio,10,2,18,24,1.00018,0.997,0.56783,0.0211992,1324.53,
audio,20,2,18,24,1.00014,0.996,0.68353,0.0221042,1324.53,
audio,30,2,18,24,1.00016,0.995667,0.7431,0.0230315,1324.53,
audio,40,2,18,24,1.00017,0.9945,0.56623,0.0239179,1324.53,
audio,50,2,18,24,1.00016,0.9938,0.63735,0.0247729,1324.53,
audio,60,2,18,24,1.00016,0.994167,0.64749,0.0256347,1324.53,
audio,70,2,18,24,1.00017,0.994429,0.72832,0.0264916,1324.53,
audio,80,2,18,24,1.00018,0.994125,0.86026,0.0273422,1324.53,
audio,90,2,18,24,1.00018,0.993778,0.81771,0.0282261,1324.53,
audio,100,2,18,24,1.00019,0.9939,0.90704,0.0290867,1324.53,
audio,100,2,18,0,1.00028,0.9899,0.51831,0.0263548,1324.53,
audio,1,2,18,24,1,1,0.68983,0.0203776,1324.53,
audio,10,2,18,24,1.00005,0.997,0.67109,0.0212086,1324.53,
audio,20,2,18,24,1.00009,0.9955,0.6232,0.0221138,1324.53,
audio,30,2,18,24,1.00011,0.995,0.6424,0.0230155,1324.53,
audio,40,2,18,24,1.00014,0.99475,0.78867,0.0239177,1324.53,
audio,50,2,18,24,1.00016,0.9934,0.74706,0.0247661,1324.53,
audio,60,2,18,24,1.00016,0.993667,0.67838,0.0256414,1324.53,
audio,70,2,18,24,1.00017,0.993857,0.81969,0.0264759,1324.53,
audio,80,2,18,24,1.00017,0.993875,0.75841,0.0273357,1324.53,
audio,90,2,18,24,1.00017,0.994111,0.69277,0.0282132,1324.53,
audio,100,2,18,24,1.00015,0.9943,0.8034,0.029093,1324.53,
audio,100,2,18,0,1.00025,0.9904,0.70316,0.026313,1324.53,
audio,50,2,18,0,1.00015,0.9924,0.44178,0.0263021,1324.53,
audio,1,2,18,24,1,1,0.56966,0.0203233,1324.53,
audio,10,2,18,24,1.00006,0.998,0.6348,0.0211497,1324.53,
audio,20,2,18,24,1.00007,0.995,0.73591,0.0220391,1324.53,
audio,30,2,18,24,1.0001,0.995,0.65404,0.0229764,1324.53,
audio,40,2,18,24,1.00012,0.99525,0.63973,0.0238585,1324.53,
audio,50,2,18,24,1.00014,0.9936,0.68798,0.024734,1324.53,
audio,60,2,18,24,1.00015,0.993833,0.73577,0.0256279,1324.53,
audio,70,2,18,24,1.00015,0.994,0.67971,0.0264802,1324.53,
audio,80,2,18,24,1.00016,0.994,0.88979,0.0273252,1324.53,
audio,90,2,18,24,1.00017,0.993111,0.74852,0.0281957,1324.53,
audio,100,2,18,24,1.00016,0.9937,0.76721,0.0290477,1324.53,
audio,100,2,18,0,1.0003,0.9891,0.65508,0.0262751,1324.53,
audio,1,2,18,24,1,1,0.58158,0.0203811,1324.53,
audio,10,2,18,24,1.00005,0.999,0.61282,0.0212123,1324.53,
audio,20,2,18,24,1.00008,0.996,0.59569,0.0221204,1324.53,
audio,30,2,18,24,1.00009,0.996333,0.65664,0.0230568,1324.53,
audio,40,2,18,24,1.00011,0.99475,0.8263,0.0239668,1324.53,
audio,50,2,18,24,1.00012,0.9938,0.72234,0.024806,1324.53,
audio,60,2,18,24,1.00014,0.9945,0.83181,0.0256757,1324.53,
audio,70,2,18,24,1.00015,0.994286,0.8416,0.0265351,1324.53,
audio,80,2,18,24,1.00015,0.994625,0.76502,0.027385,1324.53,
audio,90,2,18,24,1.00014,0.994222,0.8606,0.0282673,1324.53,
audio,100,2,18,24,1.00013,0.9947,0.81304,0.0291448,1324.53,
audio,100,2,18,0,1.00024,0.9909,0.63688,0.026305,1324.53,
audio,1,2,18,24,1,1,0.61307,0.0203975,1324.53,
audio,10,2,18,24,1.00007,0.996,0.77599,0.021213,1324.53,
audio,20,2,18,24,1.00013,0.9925,0.65521,0.0221215,1324.53,
audio,30,2,18,24,1.00015,0.994,0.85907,0.0230766,1324.53,
audio,40,2,18,24,1.00016,0.994,0.80718,0.0239559,1324.53,
audio,50,2,18,24,1.00018,0.9938,0.71,0.0248379,1324.53,
audio,60,2,18,24,1.00019,0.994167,0.7146,0.0256999,1324.53,
audio,70,2,18,24,1.0002,0.994,0.70214,0.0265661,1324.53,
audio,80,2,18,24,1.0002,0.993625,0.77719,0.0274147,1324.53,
audio,90,2,18,24,1.00018,0.993889,0.89499,0.0282942,1324.53,
audio,100,2,18,24,1.00018,0.9941,0.91238,0.0291664,1324.53,
audio,100,2,18,0,1.00024,0.9912,0.73612,0.0264025,1324.53,
audio,50,2,18,0,1.00013,0.994,0.62614,0.0262633,1324.53,
audio,1,2,18,24,1,1,0.48269,0.0203466,1324.53,
audio,10,2,18,24,1.00007,0.997,0.55861,0.021153,1324.53,
audio,20,2,18,24,1.00012,0.994,0.64125,0.0220673,1324.53,
audio,30,2,18,24,1.00016,0.994,0.7151,0.0229825,1324.53,
audio,40,2,18,24,1.00015,0.99425,0.63778,0.0238843,1324.53,
audio,50,2,18,24,1.00016,0.9936,0.59605,0.0247308,1324.53,
audio,60,2,18,24,1.00015,0.995,0.6824,0.0256021,1324.53,
audio,70,2,18,24,1.00014,0.995143,0.67603,0.026458,1324.53,
audio,80,2,18,24,1.00014,0.99475,0.72975,0.0273119,1324.53,
audio,90,2,18,24,1.00015,0.993556,0.72473,0.0281938,1324.53,
audio,100,2,18,24,1.00016,0.9937,0.94723,0.0290734,1324.53,
audio,100,2,18,0,1.00032,0.9884,0.75428,0.0262971,1324.53,
audio,1,2,18,24,1,1,0.53447,0.0203872,1324.53,
